USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
3IDrH4zkXlfZlUwWQmWs,1,1,N4,4,2,0,0,1,0,0,,0,,50,0,1,0,24,12,0,4.1,0,1,4,0,12,1,4.7,0,1,8,0,20,1,4.1,1,0,0,24,12,1,4.3,1,1,8,0,4,0,4.3,1,1,12,0,20,1,4.5,1,0,,70,12.8,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,130,3.2,8,0,0,0,8,8,24,8,0,0,30,30,4,30,1,4,100,5.6,0,24,0,12,16,0,0,0,0,30,12,8,8,30,1,3,70,3.2,0,0,0,16,12,16,8,0,0,0,4,8,30,12,1,4,160,3.2,0,0,8,0,4,0,0,24,0,8,30,30,4,4,1,1,160,5.6,16,0,0,0,16,8,24,8,0,0,4,12,30,12,41,0,0,1,1,2,0,3,,98001,6,4,6,5,2,3,No
H7sZyrnEoExb2YajI1o1,,1,N4,4,2,0,0,0,0,1,7,1,150,50,0,1,12,0,12,1,4.3,0,0,12,0,20,1,4.3,0,1,8,0,8,0,4.7,0,1,0,0,12,1,4.9,0,1,8,0,8,0,4.1,1,0,0,8,20,0,4.7,1,1,5,195,4.9,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,60,4.9,16,0,0,8,0,12,24,0,30,0,12,8,8,8,1,2,105,7,0,16,8,0,0,12,0,8,30,0,12,12,12,30,0,,105,9.1,0,30,0,8,4,0,8,0,0,0,12,30,12,4,0,,240,7,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,4,195,11.2,0,24,0,16,16,16,0,0,0,0,12,8,16,4,41,0,0,2,1,3,0,3,,98144,5,3,5,5,1,3,No
6c2rBCEUih4Paa6gTcbU,1,1,N4,4,1,0,0,0,0,1,12,1,200,35,0,1,0,24,20,0,4.1,0,1,0,16,20,0,4.3,0,1,0,0,8,0,4.5,0,1,0,0,12,0,4.5,0,1,16,0,16,1,4.5,1,1,0,0,20,1,4.5,1,0,,260,19.2,12,0,16,4,0,12,0,0,0,0,8,8,4,8,1,4,200,8.4,0,16,0,0,16,8,24,8,0,0,12,8,12,16,1,3,80,8.4,0,0,0,8,12,0,0,0,0,8,8,8,30,4,1,4,140,8.4,0,8,0,0,8,16,24,8,0,0,30,16,4,8,0,,80,12,4,0,0,12,0,8,0,0,8,0,16,12,8,4,0,,320,12,0,8,0,0,4,0,24,24,0,30,16,8,12,30,32,0,0,2,1,1,0,3,,98168,5,3,4,4,1,3,No
zWyFNR9VYg3WwSMOYiv9,,1,N4,4,2,1,15.13,1,3.13,1,12,1,150,50,5,0,0,8,20,0,4.1,0,0,0,30,12,1,4.9,0,0,0,16,16,0,4.9,0,0,0,30,12,1,4.1,1,0,0,8,8,1,4.5,1,0,8,0,12,0,4.7,1,1,3,195,4.8,12,0,8,0,0,0,0,16,0,24,4,16,16,30,0,,60,4.8,8,0,0,4,8,0,30,0,0,8,30,16,30,16,0,,60,4.8,4,0,4,0,12,0,0,8,0,16,30,12,8,30,0,,240,15.6,16,0,16,0,0,0,0,24,0,0,8,16,16,30,0,,60,4.8,0,24,0,0,16,4,0,16,0,0,4,30,30,8,1,3,60,19.2,0,8,0,0,0,0,30,30,30,0,16,4,12,12,25,0,0,2,1,5,0,3,,98188,2,0,7,7,1,3,
TuyguzrC6yJwRDgvv8bZ,1,1,N4,0,2,0,0,0,0,1,12,1,250,,,1,16,0,16,1,4.5,0,1,16,0,16,1,4.5,0,1,0,8,12,0,4.9,0,1,16,0,20,0,4.9,0,0,0,8,16,0,4.3,1,1,4,0,4,0,4.9,1,1,3,175,8.4,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,100,19.2,4,0,0,0,0,0,0,30,24,8,30,4,12,8,1,1,250,8.4,0,30,12,0,0,0,0,24,8,30,16,16,30,8,0,,100,15.6,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,400,15.6,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,175,19.2,4,0,0,4,4,0,0,0,0,30,8,4,8,16,56,0,0,2,1,2,0,3,,98032,1,0,1,1,2,3,
u7LhNw8U8uW50HbsDMZd,1,1,N4,4,2,1,16,1,4,1,12,1,250,60,0,1,16,0,16,1,4.5,0,1,16,0,16,1,4.5,0,1,0,8,12,0,4.9,0,0,16,0,20,0,4.9,0,0,0,8,16,0,4.3,1,1,4,0,4,0,4.9,1,1,3,175,8.4,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,100,19.2,4,0,0,0,0,0,0,30,24,8,30,4,12,8,0,,250,8.4,0,30,12,0,0,0,0,24,8,30,16,16,30,8,0,,100,15.6,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,400,15.6,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,175,19.2,4,0,0,4,4,0,0,0,0,30,8,4,8,16,24,0,0,2,1,2,0,3,,98188,4,0,12,5,2,3,Rachel 
mmKZzWDTiNSUtjkLWejm,1,1,N4,4,2,1,11,0,0,1,8,0,,45,1,0,12,0,12,0,4.9,0,0,12,0,12,1,4.3,1,0,0,30,12,1,4.7,1,0,0,16,12,0,4.7,1,0,4,0,16,0,4.7,1,0,0,30,8,1,4.9,1,1,3,40,8,0,30,0,0,4,0,24,8,0,8,8,16,16,12,1,3,160,3.2,0,8,0,4,0,0,16,0,24,16,16,12,8,8,1,4,160,8,8,0,0,16,16,0,16,0,0,8,30,12,4,16,0,,160,12.8,4,0,0,0,12,0,16,30,0,0,30,30,4,12,1,4,100,8,4,0,16,0,8,0,0,30,0,30,30,16,8,8,1,5,40,10.4,4,0,0,0,0,12,8,0,24,0,12,12,12,16,52,0,0,2,1,5,0,3,,98106,6,4,6,6,1,3,
T1Yq9yjZNy4WFkuNLXwh,1,,N4,4,2,1,5.5,1,17,1,12,1,300,75,3,1,12,0,12,0,4.9,0,0,12,0,12,1,4.3,1,0,0,30,12,1,4.7,1,0,0,16,12,0,4.7,1,0,4,0,16,0,4.7,1,0,0,30,8,1,4.9,1,0,,120,12,0,30,0,0,4,0,24,8,0,8,8,16,16,12,1,3,480,4.8,0,8,0,4,0,0,16,0,24,16,16,12,8,8,0,,480,12,8,0,0,16,16,0,16,0,0,8,30,12,4,16,0,,480,19.2,4,0,0,0,12,0,16,30,0,0,30,30,4,12,0,,300,12,4,0,16,0,8,0,0,30,0,30,30,16,8,8,0,,120,15.6,4,0,0,0,0,12,8,0,24,0,12,12,12,16,34,0,0,4,1,5,2,3,,98087,4,0,12,5,2,3,Rachel
uYSjSzIZ7BfE9l1BsCta,1,1,N4,,2,1,3,1,13,1,11,0,,75,5,0,4,0,20,0,4.3,0,1,0,8,4,1,4.7,0,1,12,0,4,0,4.9,0,0,16,0,20,0,4.1,1,0,0,30,8,0,4.7,1,0,12,0,20,0,4.7,1,0,,130,11,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,40,14.3,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,2,40,4.4,0,16,8,12,0,0,0,0,16,30,30,12,30,30,0,,100,11,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,100,4.4,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,40,17.6,0,0,8,0,0,0,0,30,8,16,12,12,16,4,56,0,0,2,1,1,0,3,,9818,4,0,7,7,2,3,Rachel
whpoxj5XeeSWWJxSdBjj,1,,N4,4,2,1,14,1,3,1,8,1,300,70,0,0,4,0,20,0,4.3,0,1,0,8,4,1,4.7,0,1,12,0,4,0,4.9,0,1,16,0,20,0,4.1,1,1,0,30,8,0,4.7,1,0,12,0,20,0,4.7,1,0,,210,12.8,0,0,4,0,0,0,0,8,16,30,4,12,4,30,0,,210,12.8,8,0,12,0,0,8,0,0,16,0,4,30,16,4,1,3,390,10.4,0,16,0,0,16,0,16,16,0,8,4,30,8,30,1,1,210,10.4,0,16,8,0,0,0,0,16,8,30,4,8,16,8,0,,390,12.8,0,0,0,4,8,0,30,0,0,0,4,8,12,8,1,5,120,3.2,12,0,0,0,8,16,30,0,0,0,12,16,4,4,66,0,0,4,1,4,0,3,,98023,4,0,9,9,1,3,
pFWOKqhkyIPC0eRmSJIA,,1,N4,4,1,0,0,0,0,0,,1,200,40,25,1,0,24,8,1,4.3,0,1,16,0,12,0,4.3,0,1,12,0,12,0,4.7,0,1,0,0,16,1,4.3,1,0,0,8,20,0,4.5,1,0,0,0,16,0,4.7,1,1,4,260,8,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,80,10.4,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,2,80,3.2,0,16,8,12,0,0,0,0,16,30,30,12,30,30,1,5,200,8,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,200,3.2,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,80,12.8,0,0,8,0,0,0,0,30,8,16,12,12,16,4,33,0,0,2,1,4,0,1,,98031,1,0,8,8,1,3,
gn3WJil4jHfDmtwNTaMU,1,1,N4,4,2,1,4,1,22,1,12,1,300,55,2,1,0,24,8,1,4.3,0,1,16,0,12,0,4.3,0,0,12,0,12,0,4.7,0,0,0,0,16,1,4.3,1,0,0,8,20,0,4.5,1,0,0,0,16,0,4.7,1,0,,390,12,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,120,15.6,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,2,120,4.8,0,16,8,12,0,0,0,0,16,30,30,12,30,30,0,3,300,12,8,0,0,0,0,16,16,30,30,0,30,4,30,4,0,,300,4.8,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,120,19.2,0,0,8,0,0,0,0,30,8,16,12,12,16,4,35,0,0,2,1,2,0,3,,98118,1,0,7,7,3,3,
PVX5hRpf9VytD8GQUGj4,1,,N4,4,1,1,14,1,22,1,8,1,300,55,5,0,12,0,8,1,4.3,0,1,4,0,8,0,4.9,0,1,0,8,8,0,4.9,0,0,0,24,12,0,4.1,1,0,0,16,16,0,4.3,1,1,0,30,12,1,4.9,1,0,,390,3.2,0,0,4,4,0,12,0,0,0,0,30,8,8,8,0,,120,12.8,12,0,16,0,0,0,0,8,16,16,4,30,30,16,1,5,120,10.4,0,16,4,0,0,12,0,24,16,0,4,12,16,12,0,,480,10.4,0,24,0,0,16,0,8,16,0,8,12,12,8,4,0,,390,3.2,0,8,0,0,0,16,24,8,30,0,4,8,4,12,0,,210,10.4,12,0,12,12,8,0,0,0,0,30,8,16,30,16,28,0,0,6,1,6,1,3,,98058,1,0,4,4,2,3,
BFkRFxtdJWbBsE7Qcre9,1,1,N4,4,1,0,0,0,0,0,,1,250,74,0,1,4,0,12,1,4.3,0,1,12,0,16,0,4.3,0,1,0,30,4,0,4.5,0,1,16,0,16,0,4.5,0,1,8,0,20,0,4.7,0,1,12,0,4,0,4.7,1,1,3,325,12.8,16,0,8,16,0,0,0,0,0,8,4,30,8,8,1,2,325,12.8,0,16,0,12,0,0,24,0,8,24,4,12,8,30,0,,175,12.8,12,0,0,0,0,0,30,24,16,0,8,8,16,30,0,,175,10.4,16,0,16,0,0,8,0,0,8,0,4,30,4,12,1,3,100,3.2,0,8,8,4,0,12,0,0,16,0,12,12,8,30,1,4,175,8,4,0,0,0,16,16,0,8,0,0,30,16,8,16,41,0,0,2,1,4,0,3,,98198,5,2,4,4,2,3,Rachel 
e8sCKdPElUL0WmmDUrVy,,1,N4,1,2,0,0,1,1,0,,0,,70,0,1,4,0,12,1,4.3,0,1,12,0,16,0,4.3,0,1,0,30,4,0,4.5,0,1,16,0,16,0,4.5,0,1,8,0,20,0,4.7,0,1,12,0,4,0,4.7,1,0,,100,12.8,0,0,12,8,0,0,0,0,24,30,8,12,16,8,1,4,160,10.4,0,30,0,0,12,0,0,30,0,0,12,30,12,8,1,1,40,8,8,0,12,12,0,0,0,0,30,24,8,12,4,8,1,3,100,10.4,12,0,0,4,0,0,24,0,0,0,30,8,16,8,1,2,100,3.2,0,8,0,12,0,0,0,0,8,8,16,12,4,30,1,3,130,10.4,0,24,8,0,0,0,0,30,30,16,12,4,12,16,67,0,0,4,1,6,0,3,,98031,2,0,9,7,2,3,
f6HHn9HM9CQdc57vsprZ,1,1,N4,4,1,1,12,0,0,0,,1,300,60,15,1,0,24,16,0,4.1,0,1,0,24,16,0,4.1,0,0,0,24,8,0,4.3,0,1,0,0,4,0,4.9,0,1,0,30,4,0,4.9,0,1,12,0,16,0,4.3,1,1,1,480,3.2,0,30,8,0,0,0,0,16,8,24,4,30,12,4,1,3,390,3.2,4,0,8,0,0,0,0,24,16,8,30,12,12,4,0,,120,10.4,0,8,0,4,0,0,24,0,16,0,16,12,16,16,0,,480,8,0,0,0,16,0,0,24,0,30,16,16,12,8,12,0,,210,12.8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,0,,390,3.2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,35,0,0,4,1,3,0,3,,9808,1,0,6,6,2,3,Rachel
6ABMM4hgMBy4tUjZyPcp,1,1,N4,4,2,0,0,0,0,0,,1,300,50,0,1,0,24,16,0,4.1,0,1,0,24,16,0,4.1,0,1,0,24,8,0,4.3,0,1,0,0,4,0,4.9,0,1,0,30,4,0,4.9,0,1,12,0,16,0,4.3,1,1,1,480,3.2,0,30,8,0,0,0,0,16,8,24,4,30,12,4,1,3,390,3.2,4,0,8,0,0,0,0,24,16,8,30,12,12,4,1,2,120,10.4,0,8,0,4,0,0,24,0,16,0,16,12,16,16,1,2,480,8,0,0,0,16,0,0,24,0,30,16,16,12,8,12,1,2,210,12.8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,3,390,3.2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,40,1,0,4,1,6,0,3,,98188,1,0,5,5,2,3,
Ko1MzoM9PhpAV4xQO7I9,,1,N4,0,2,1,10,1,18,0,,1,150,40,0,1,8,0,4,1,4.5,0,1,0,30,8,1,4.7,0,1,0,8,16,0,4.9,0,1,16,0,4,1,4.5,1,0,0,30,8,1,4.5,1,1,16,0,16,0,4.9,1,1,1,240,5.6,0,16,4,0,0,0,0,8,24,24,4,12,12,8,0,,105,10.4,0,8,0,0,0,0,24,8,30,24,12,4,4,16,1,4,150,3.2,0,16,4,4,16,0,0,0,0,24,8,30,12,8,1,1,60,5.6,12,0,16,12,12,0,0,0,0,24,4,8,30,8,1,3,240,3.2,8,0,8,0,0,0,0,24,24,30,30,12,30,8,1,1,150,3.2,0,24,12,8,0,4,0,0,8,0,4,30,12,8,32,0,0,2,1,3,0,3,,98168,2,0,3,3,1,3,No
BrKhklW0aLv3KhAgJmeY,1,,N4,4,1,1,11,1,22,1,8,1,250,40,0,0,0,0,8,0,4.1,0,1,4,0,4,0,4.3,0,0,4,0,4,1,4.3,1,0,4,0,8,0,4.3,1,1,16,0,8,1,4.5,1,0,0,24,12,1,4.5,1,0,,100,12.8,8,0,8,12,12,4,0,0,0,0,16,4,12,30,1,5,100,3.2,0,30,4,0,12,12,0,8,0,0,16,30,30,12,1,4,175,8,0,0,4,0,16,0,0,8,0,24,16,4,8,16,0,,100,12.8,0,30,0,16,0,0,0,0,0,16,16,16,12,4,1,3,325,5.6,8,0,0,0,0,0,0,16,16,8,8,16,12,30,1,1,325,10.4,16,0,12,0,0,4,0,24,8,0,12,4,12,30,36,0,0,2,1,2,0,3,,98032,5,3,7,7,1,3,No
n3nlLDPVfnDdTbAC6kdc,1,1,N4,4,2,1,16,1,1,1,7,1,250,60,4,1,0,8,20,1,4.1,0,1,4,0,20,1,4.3,0,1,8,0,4,0,4.7,0,1,0,8,8,0,4.7,0,1,16,0,8,0,4.1,1,0,0,0,4,0,4.7,1,1,5,100,4.9,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,175,9.1,0,0,0,12,0,0,8,0,0,8,30,16,30,4,1,3,250,11.2,8,0,0,0,0,0,16,30,24,30,30,16,12,30,1,2,175,2.8,0,0,0,16,12,16,8,0,0,0,4,8,30,12,1,4,400,2.8,0,0,8,0,4,0,0,24,0,8,30,30,4,4,1,4,400,4.9,16,0,0,0,16,8,24,8,0,0,4,12,30,12,34,0,0,2,1,2,0,3,,98188,3,1,6,6,1,3,No
2uN8uYC9psp5bOwGNk9I,,1,N4,4,1,1,5,1,17,1,10,1,130,37,0,1,8,0,12,1,4.5,0,1,16,0,12,0,4.5,0,1,0,30,8,0,4.7,0,1,0,16,8,1,4.1,1,1,0,30,4,0,4.1,1,1,12,0,4,0,4.5,1,0,,91,16,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,169,4,8,0,0,0,8,8,24,8,0,0,30,30,4,30,0,,130,7,0,24,0,12,16,0,0,0,0,30,12,8,8,30,1,5,91,13,0,30,0,8,4,0,8,0,0,0,12,30,12,4,1,3,208,10,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,169,16,0,24,0,16,16,16,0,0,0,0,12,8,16,4,48,0,0,2,1,2,0,2,,98118,4,1,5,5,1,3,No
rkf34uHwMWLasKGLS9Qi,,1,N4,4,2,1,13,0,0,1,7,1,200,63,0,1,0,8,8,1,4.3,0,1,4,0,4,1,4.5,0,1,0,30,4,1,4.1,1,1,8,0,16,1,4.1,1,1,0,8,12,0,4.5,1,1,16,0,4,0,4.7,1,1,1,320,4.9,0,16,4,0,0,0,0,8,24,24,4,12,12,8,0,,140,9.1,0,8,0,0,0,0,24,8,30,24,12,4,4,16,1,3,200,2.8,0,16,4,4,16,0,0,0,0,24,8,30,12,8,0,,80,4.9,12,0,16,12,12,0,0,0,0,24,4,8,30,8,1,3,320,2.8,8,0,8,0,0,0,0,24,24,30,30,12,30,8,1,3,200,2.8,0,24,12,8,0,4,0,0,8,0,4,30,12,8,46,0,0,2,1,2,0,1,,98168,1,0,7,7,2,3,
CdtQCzsxmXtMeKgDVRWM,1,1,N4,4,1,1,18,0,0,1,6,1,175,40,2,1,12,0,4,0,4.3,0,1,12,0,20,0,4.5,0,1,12,0,8,0,4.9,0,1,0,30,8,1,4.3,1,1,0,24,16,0,4.3,1,1,16,0,20,0,4.5,1,0,,70,9.6,8,0,8,12,12,4,0,0,0,0,16,4,12,30,1,5,70,2.4,0,30,4,0,12,12,0,8,0,0,16,30,30,12,1,4,122.5,6,0,0,4,0,16,0,0,8,0,24,16,4,8,16,0,,70,9.6,0,30,0,16,0,0,0,0,0,16,16,16,12,4,1,3,227.5,4.2,8,0,0,0,0,0,0,16,16,8,8,16,12,30,1,3,227.5,7.8,16,0,12,0,0,4,0,24,8,0,12,4,12,30,75,0,0,1,0,3,0,3,,98292,2,0,7,5,3,3,
D0AaaxO46rcRpn9yN9ZR,1,1,N4,0,1,0,0,0,0,0,,0,,9,0,0,0,30,20,0,4.3,0,1,0,0,16,1,4.7,0,1,4,0,12,0,4.7,0,0,0,30,12,0,4.3,1,1,0,0,8,1,4.5,1,1,12,0,16,1,4.9,1,0,,40,5.6,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,70,10.4,0,0,0,12,0,0,8,0,0,8,30,16,30,4,0,,100,12.8,8,0,0,0,0,0,16,30,24,30,30,16,12,30,1,2,70,3.2,0,0,0,16,12,16,8,0,0,0,4,8,30,12,1,3,160,3.2,0,0,8,0,4,0,0,24,0,8,30,30,4,4,1,3,160,5.6,16,0,0,0,16,8,24,8,0,0,4,12,30,12,48,0,0,2,1,6,0,3,,98168,1,0,1,1,1,3,
QNLqPD9VqyCaUSZ1sP3F,1,1,N4,4,2,1,16,1,23,1,7,0,,60,0,1,0,0,20,1,4.3,0,0,0,0,12,0,4.3,0,1,0,24,12,0,4.1,1,0,0,16,16,1,4.3,1,1,12,0,12,0,4.5,1,1,16,0,4,1,4.7,1,0,,70,11.2,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,130,2.8,8,0,0,0,8,8,24,8,0,0,30,30,4,30,1,4,100,4.9,0,24,0,12,16,0,0,0,0,30,12,8,8,30,0,,70,9.1,0,30,0,8,4,0,8,0,0,0,12,30,12,4,1,3,160,7,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,130,11.2,0,24,0,16,16,16,0,0,0,0,12,8,16,4,61,0,0,2,1,5,0,2,,98188,1,0,4,4,1,3,
lUySJg1f05rIb5H15xsw,1,1,N4,4,1,1,9,1,23,1,8,1,150,50,2,1,0,24,4,1,4.7,0,1,4,0,16,1,4.7,0,0,0,0,20,0,4.9,0,1,0,24,8,1,4.1,1,1,0,0,20,1,4.3,1,1,0,16,12,1,4.9,1,1,5,195,5.6,0,30,4,0,0,12,0,30,30,0,12,12,30,16,0,,60,5.6,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,105,8,0,16,8,0,0,12,0,8,30,0,12,12,12,30,1,5,105,5.6,0,8,0,0,8,16,24,8,0,0,30,16,4,8,0,,60,8,4,0,0,12,0,8,0,0,8,0,16,12,8,4,1,3,240,8,0,8,0,0,4,0,24,24,0,30,16,8,12,30,29,0,0,2,1,4,1,3,,98188,3,0,9,6,1,3,
k8Msi0GhEnzs9FBDwvfA,1,1,N4,4,2,1,9,1,22,1,10,0,,30,0,1,8,0,12,1,4.3,0,1,0,24,8,0,4.7,0,1,0,16,16,0,4.1,1,1,0,16,8,1,4.3,1,1,8,0,16,0,4.7,1,1,12,0,4,1,4.9,1,1,1,130,16,12,0,16,4,0,12,0,0,0,0,8,8,4,8,1,4,100,7,0,16,0,0,16,8,24,8,0,0,12,8,12,16,1,2,40,7,0,0,0,8,12,0,0,0,0,8,8,8,30,4,1,3,160,13,12,0,0,8,8,8,24,0,0,0,12,8,12,16,1,5,70,16,0,16,0,0,8,16,16,16,0,0,12,30,12,12,1,3,100,4,16,0,12,0,8,0,0,24,0,8,30,4,12,16,35,0,0,2,1,2,0,3,,98146,2,0,8,8,1,3,
fsLHzFFsdO8cTLadA51v,,1,N4,2,1,1,16,1,21,1,6,1,200,18,1,0,0,0,16,0,4.1,0,1,0,30,4,1,4.7,0,1,0,30,16,0,4.7,0,1,8,0,8,0,4.9,0,1,0,30,16,0,4.3,1,1,0,30,16,0,4.7,1,1,5,140,2.4,12,0,0,0,0,16,30,24,0,0,16,30,8,4,1,2,260,4.2,0,24,0,4,0,0,0,0,30,30,12,4,8,30,1,1,260,4.2,0,0,8,0,4,0,0,24,0,24,30,8,4,16,1,5,140,4.2,0,16,4,0,4,8,0,24,0,0,16,12,4,8,1,2,200,2.4,4,0,12,16,8,0,0,0,0,8,30,16,4,8,0,,320,9.6,0,30,8,0,8,0,0,0,0,0,8,16,16,12,40,0,0,1,1,5,0,1,,98032,7,5,6,6,1,3,
cUis4wt9y6fEMuBmm8V2,1,1,N4,4,2,0,0,0,0,1,12,1,250,30,2,1,4,0,16,0,4.3,0,1,16,0,4,0,4.7,0,1,0,30,12,0,4.9,0,1,0,8,20,0,4.1,1,1,12,0,8,1,4.5,1,1,16,0,16,0,4.5,1,1,5,400,15.6,0,16,0,0,0,16,30,16,16,0,30,4,16,16,1,1,250,8.4,0,8,12,0,0,0,0,24,24,30,4,4,30,4,0,,100,12,0,16,8,4,0,0,0,0,0,8,16,12,12,30,1,3,325,12,16,0,12,4,4,0,0,0,0,16,12,16,30,16,0,,325,19.2,8,0,0,16,0,0,8,0,16,0,16,30,8,12,0,,400,19.2,0,16,8,16,0,0,0,0,0,30,8,12,8,16,57,0,0,6,1,1,0,3,,98168,2,0,7,6,3,3,
